80d33iug6j,"Makasih y, paket sdh d'trima dgn baik.Super cpt pngriman'ny, shari lgsug smpai. Anak sy bkalan suka nih... Krn warna'ny favorit dia smua.... Next bs bli"" lg d'tko ini, model'ny k'knian bngt, cocok buat anak yg mlai pntet mlih"" model bju...",1
ywsss,"Tampilan:baguss bagett aku sukaaaaa
Warna:coklat putih

Jangan lupa beli disini udah murah bahan bagus dan juga kece,gk nyesel beli di sini",1
1wiliana4as,harga Segitu .sebagus ini sumpah pengen nangis .Bagus banget packing rapih pengiriman cepat.aa pengen beli lagii jdi nya nyesel dehc beli satu .ya namanya juga Percobaan tkut ny zonk.tapi sumpah ini bagus banget tipis enggak tebel juga enggak standar lah adem gimana gtu bahan nya.abng kurir nya Baik,1
dinajeno12,"Bajunya cantik sesuai kayak gambar yg tertera, harga bersahabat bgt, bahan lembut dan nggak panas, pengiriman cepat. Thanks seller, ini pembelian kedua dan sama sekali nggak kecewa.

Btw vid nya ngga sesuai tapi bajunya tetap top markotop",1
dinajeno12,"Bahannya berkualitas tinggi, kainnya tebal tapi tetap lembut dan adem saat dipakai, warnanya cantikkkk. Awalnya ngga ekspektasi apa apa, tapi pas paket datang ternyata bagus bangettttt sangat sangat recommended. Thankyou seller.",1
m*****z,"Tampilan:Lucu
Warna:OK

Untuk harga segitu, ini bagus kok. sesuai harga
tipis sih, tapi ga terlalu nerawang
Bahan nya juga ga panas saat dipake, 
jadi masih ok dipake di daerah tempat tinggal ku yg dingin",1
dianacantik879,Aaaaaaa bagus bngt dengan harga semurah ini bisa dapetin baju dengan kualitas bagus😭😭😭 sumpah baju nya bagus bngt tebel pokok nya ga nyesel deh kalo beli d toko ini amah bngt💕 terimakasih,1
eriawati.az,"Tampilan:menarik
Warna:sesuai gambar

Alhamdulillah paketnya telah saya terima dengan selamat.pekingannya bagus sehingga aman.warnanya juga sesuai pesanan.teromakasih seller, semoga tetap amanah selalu dan tentunya transaksi ini memberi berkah untuk sesama.kedepannya bisa terus berlangganan dan bisa di rekomendasikan buat keluarga juga.",1
slvirmdni,Alhamdulillah pkt sdh smpai bahannya tipis nerawang kecil uk nya😌,1
famsrumahorbo,"Tampilan:bagus
Warna:kalem

Pengiriman cepat,pengemasan rapi dan aman, kualitas barang bagus,harga terjangkau,respon penjual ramah",1
